"Index","Runner","Status","ErrorSample","FailureBucket"
       [5] _run (res://tests/sim_ai_wave_bench_runner.gd:36)
ERROR: [RetailSliceSim] structure armor: kind 'stable' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_ai_wave_bench_runner.gd:93)
       [4] _measure (res://tests/sim_ai_wave_bench_runner.gd:67)
       [5] _run (res://tests/sim_ai_wave_bench_runner.gd:36)
","b"
"171","sim_scale_bench_runner.gd","error","Godot Engine v4.7.stable.official.5b4e0cb0f - https://godotengine.org

[ModLoader] content source=external active=C:/Users/Jonathan/Desktop/open-bfme/workspace/content-packs/rotwk-men-vslice/3be646b007e086152f6136b19549c9ec5a62a099d107e10e635ad5d39c5b317b
[ContentDB] interface-art: 915 images from C:/Users/Jonathan/Desktop/open-bfme/workspace/content-packs/bfme2-men-vslice/7de517bf146582f10741750b50d63f9955c42d1fe2aa13200757fc6fb29f217a/data/interface-art/index.json
[ContentDB] interface-art: 1115 images from C:/Users/Jonathan/Desktop/open-bfme/workspace/content-packs/rotwk-men-vslice/3be646b007e086152f6136b19549c9ec5a62a099d107e10e635ad5d39c5b317b/data/interface-art/index.json
[ContentDB] legacy-demo: packs=23 units=33 buildings=42 factions=4 powers=10 research=7 maps=4
[ContentDB] playable: factions=7 (angmar, dwarves, elves, isengard, men, mordor, wild) units=137 structures=148 skipped_units=0
SIM_SCALE_BENCH begin members_per_battalion=5 budget_ms=100.0
SIM_SCALE_BENCH_SAMPLE battalions=50 units=250 mean_ms=5.63 p95_ms=7.59 max_ms=8.09 budget_pct=5.6
SIM_SCALE_BENCH_SAMPLE battalions=100 units=500 mean_ms=11.56 p95_ms=16.15 max_ms=17.60 budget_pct=11.6
SIM_SCALE_BENCH_SAMPLE battalions=200 units=1000 mean_ms=20.45 p95_ms=23.78 max_ms=27.79 budget_pct=20.4
SIM_SCALE_BENCH_SAMPLE battalions=400 units=2000 mean_ms=41.82 p95_ms=47.29 max_ms=50.87 budget_pct=41.8
SIM_SCALE_BENCH_SAMPLE battalions=800 units=4000 mean_ms=90.49 p95_ms=117.73 max_ms=121.77 budget_pct=90.5
SIM_SCALE_BENCH_GROWTH unit_ratio=2.00 cost_ratio=2.16 exponent=1.11 (1.0=linear, 2.0=quadratic)
SIM_SCALE_BENCH_RESULT largest_within_budget_units=4000 samples=5

ERROR: [RetailSliceSim] structure armor: kind 'farm' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'barracks' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'archery_range' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'stable' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'farm' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'barracks' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'archery_range' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'stable' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'farm' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'barracks' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'archery_range' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'stable' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'farm' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'barracks' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'archery_range' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'stable' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'farm' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'barracks' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'archery_range' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
ERROR: [RetailSliceSim] structure armor: kind 'stable' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _make_sim (res://tests/sim_scale_bench_runner.gd:112)
       [4] _measure (res://tests/sim_scale_bench_runner.gd:82)
       [5] _run (res://tests/sim_scale_bench_runner.gd:44)
","b"
"172","sol_deeper_roads_tiles_runner.gd","fail","SOL_DEEPER_MAPS_RESULT passed=2 failed=2",""
"173","sol_slice_gate_adversarial_runner.gd","pass","",""
"174","spawn_behavior_scenario_runtime_runner.gd","error","Godot Engine v4.7.stable.official.5b4e0cb0f - https://godotengine.org

[ModLoader] content source=external active=C:/Users/Jonathan/Desktop/open-bfme/workspace/content-packs/rotwk-men-vslice/3be646b007e086152f6136b19549c9ec5a62a099d107e10e635ad5d39c5b317b
[ContentDB] interface-art: 915 images from C:/Users/Jonathan/Desktop/open-bfme/workspace/content-packs/bfme2-men-vslice/7de517bf146582f10741750b50d63f9955c42d1fe2aa13200757fc6fb29f217a/data/interface-art/index.json
[ContentDB] interface-art: 1115 images from C:/Users/Jonathan/Desktop/open-bfme/workspace/content-packs/rotwk-men-vslice/3be646b007e086152f6136b19549c9ec5a62a099d107e10e635ad5d39c5b317b/data/interface-art/index.json
[ContentDB] legacy-demo: packs=23 units=33 buildings=42 factions=4 powers=10 research=7 maps=4
[ContentDB] playable: factions=7 (angmar, dwarves, elves, isengard, men, mordor, wild) units=137 structures=148 skipped_units=0
[RetailSliceSim] unit 'NeutralWolf' has no authored damageType; its structure damage uses each kind's DEFAULT armor scalar
SPAWN_BEHAVIOR_SCENARIO_RUNTIME_RESULT passed=8 failed=0

ERROR: [RetailSliceSim] structure armor: kind 'farm' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _sim (res://tests/spawn_behavior_scenario_runtime_runner.gd:21)
       [4] _run (res://tests/spawn_behavior_scenario_runtime_runner.gd:7)
ERROR: [RetailSliceSim] structure armor: kind 'barracks' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _sim (res://tests/spawn_behavior_scenario_runtime_runner.gd:21)
       [4] _run (res://tests/spawn_behavior_scenario_runtime_runner.gd:7)
ERROR: [RetailSliceSim] structure armor: kind 'archery_range' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _sim (res://tests/spawn_behavior_scenario_runtime_runner.gd:21)
       [4] _run (res://tests/spawn_behavior_scenario_runtime_runner.gd:7)
ERROR: [RetailSliceSim] structure armor: kind 'stable' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _sim (res://tests/spawn_behavior_scenario_runtime_runner.gd:21)
       [4] _run (res://tests/spawn_behavior_scenario_runtime_runner.gd:7)
ERROR: [RetailSliceSim] structure armor: kind 'farm' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _sim (res://tests/spawn_behavior_scenario_runtime_runner.gd:21)
       [4] _run (res://tests/spawn_behavior_scenario_runtime_runner.gd:18)
ERROR: [RetailSliceSim] structure armor: kind 'barracks' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _sim (res://tests/spawn_behavior_scenario_runtime_runner.gd:21)
       [4] _run (res://tests/spawn_behavior_scenario_runtime_runner.gd:18)
ERROR: [RetailSliceSim] structure armor: kind 'archery_range' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _sim (res://tests/spawn_behavior_scenario_runtime_runner.gd:21)
       [4] _run (res://tests/spawn_behavior_scenario_runtime_runner.gd:18)
ERROR: [RetailSliceSim] structure armor: kind 'stable' has no compiled armor contract; structure damage will be refused for that kind
   at: push_error (core/variant/variant_utility.cpp:1023)
   GDScript backtrace (most recent call first):
       [0] _record_structure_armor_provisionals (res://src/retail_slice/retail_slice_sim.gd:2450)
       [1] _apply_gameplay_rules (res://src/retail_slice/retail_slice_sim.gd:1931)
       [2] setup (res://src/retail_slice/retail_slice_sim.gd:1638)
       [3] _sim (res://tests/spawn_behavior_scenario_runtime_runner.gd:21)
       [4] _run (res://tests/spawn_behavior_scenario_runtime_runner.gd:18)
","b"
